,id,response,knowledge,Q2_no_nli,Q2
4361,4361, The speaker is available on friday afternoon., Francis is not available on friday morning as he already has a meeting to attend.,0.0,0.0
4362,4362, Mrs. monica told the speaker that she would be available on friday., Francis will hang up the call after the meeting for friday gets scheduled.,0.0,0.0
4363,4363, Mrs. monica told the speaker that she would be available on friday afternoon., Francis will hang up the call after the meeting for friday gets scheduled.,0.0,0.0
4364,4364, The listener is happy to meet the speaker., The listener will feel hopeful about meeting francis friday afternoon.,0.5,0.5
4365,4365, The speaker went to the airport to board his flight., The airport staff has requested the speaker to show her passport.,0.0,0.0
4366,4366, The speaker shows his passport to the listener., The speaker handed over the passport to the listener.,0.8888888888888888,0.8888888888888888
4367,4367, The speaker shows his passport to the listener., The speaker handed over the passport to the listener.,0.8888888888888888,0.8888888888888888
4368,4368, The speaker's friend has gifted him with a passport., The speaker is carrying luggage more than the permissible limit.,0.0,0.0
4369,4369, The speaker shows his passport to the listener., The airport staff will check the speaker's bag.,0.0,0.0
4370,4370, The speaker shows his passport to the listener., The airport staff will check the speaker's bag.,0.0,0.0
4371,4371, The listener is happy to help the speaker., The airport staff will get annoyed with the speaker.,0.0,0.0
4372,4372, The speaker wants to help the listener., The speaker wants to help the customer with the shoe repair.,0.0,0.0
4373,4373, The listener asked the speaker if he could repair his shoes., The customer has requested the speaker to repair his shoes.,0.6666666666666666,1.0
4374,4374, The listener asked the speaker if he could repair his shoes., The customer will request the shoe repairer to mend his shoe.,0.0,0.0
4375,4375, The listener asks the speaker if he needs anything else apart from the shoes., The customer will request the shoe repairer to mend his shoe.,0.0,0.0
4376,4376, The shoe has worn out., The customer's shoes are very old.,0.0,0.0
4377,4377, The listener shows the shoe to the speaker., The customer hands over his shoe to the shoe repairer.,0.0,0.0
4378,4378, The listener shows the shoe to the speaker., The customer hands over his shoe to the shoe repairer.,0.0,0.0
4379,4379, The shoe has worn out., The customer's shoes are completely worn out.,0.0,1.0
4380,4380, The listener asked the speaker if he could repair his shoes., The shoe repairer will repair the customer's shoe with utmost quality.,0.0,0.0
4381,4381, The listener would ask the speaker about the cost of the shoes., The shoe repairer will repair the customer's shoe with utmost quality.,0.0,0.0
4382,4382, The listener asked the speaker if he could repair his shoes., The customer inquired the speaker that whether he can repair the shoes.,0.5555555555555555,0.8888888888888888
4383,4383, The listener asked the speaker if he could repair his shoes., The shoe repairer will charge a very nominal amount to the speaker for the shoe repair.,0.0,0.0
4384,4384, The listener asked the speaker if he could repair his shoes., The shoe repairer will charge a very nominal amount to the speaker for the shoe repair.,0.0,0.0
4385,4385, The listener is happy to help the speaker., The listener will feel relieved that he will get his shoes repaired at nominal prices.,0.0,0.0
4386,4386, The speaker wants to help the listener., The speaker wants to help the customer in paying water and electricity bills.,0.5,0.5
4387,4387, The speaker came to pay his water and electricity charges., The speaker comes every month to pay his utility bills.,0.625,1.0
4388,4388, The speaker asks the listener about the charges he has to pay for the water and electricity., The listener pays his water and electricity bills through cash.,0.0,0.0
4389,4389, The listener asks the speaker about the charges he has to pay for the water and electricity., The listener pays his water and electricity bills through cash.,0.3333333333333333,0.4
4390,4390, The speaker came to pay his water and electricity charges., The listener informs the speaker that he came here to pay his utility bills.,0.0,0.5
4391,4391, The speaker pays the water and electricity charges., The speaker informs the listener about the total amount of bill he needs to pay.,0.0,0.0
4392,4392, The speaker asks the listener to pay the water and electricity charges., The speaker informs the listener about the total amount of bill he needs to pay.,0.3333333333333333,0.3333333333333333
4393,4393, The listener has come to pay his water and electricity charges., The listener inquired the amount he needs to pay in total for his utility bill.,0.5,0.5
4394,4394, The listener pays the electricity and water charges., The listener pays his water and electricity bills in the form of cash.,0.8333333333333333,1.0
4395,4395, The listener pays the electricity and water charges., The listener pays his water and electricity bills in the form of cash.,0.8333333333333333,1.0
4396,4396, The speaker is curious to know the total amount of the bill., The speaker is shocked to hear the total amount to be paid for his utility bill.,0.3571428571428572,0.6666666666666666
4397,4397, The listener asked the speaker whether he would prefer to pay by cash or credit card., The speaker never uses his credit card to pay bills.,0.0,0.0
4398,4398, The speaker pays the bill through cash or credit card., The listener would request his payment receipt from the speaker.,0.03846153846153845,0.03846153846153845
4399,4399, The speaker pays the bill through cash or credit card., The listener would request his payment receipt from the speaker.,0.03846153846153845,0.03846153846153845
4400,4400, The speaker has to pay the water and electricity charges., The total bill was less than what the listener paid to the speaker.,0.0,0.0
4401,4401, The speaker pays the bill through cash or credit card., The listener collects his payment receipt and will proceed to his house.,0.0,0.0
4402,4402, The speaker pays the bill through cash or credit card., The listener collects his payment receipt and will proceed to his house.,0.0,0.0
4403,4403, The speaker wants to help the listener., The speaker wants to know that how he could help the speaker.,0.5,0.5
